disco_duro_tipo_disco_duro,procesador_frecuencia_turbo_máx__GHz,tipo_producto,tipo,medidas_profundidad_cm,sonido_número_altavoces,medidas_peso_kg,gráfica_salida_vídeo,disco_duro_capacidad_memoria_ssd_GB,procesador_número_hilos_ejecución,procesador_tdp_W,procesador_número_núcleos_procesador_cores,título,company_name,comunicaciones_conectividad,medidas_ancho_cm,almacenamiento_lector_óptico,ram_memoria_ram_GB,sistema_operativo_sistema_operativo,otras_características_fecha_lanzamiento,procesador_nivel_caché,ram_tipo_ram,gráfica_tarjeta_gráfica,pantalla_tamaño_pantalla_pulgadas,medidas_alto_cm,ofertas_count,pantalla_diagonal_pantalla_cm,medidas_altura_mm,gráfica_memoria_gráfica,pantalla_tecnología_pantalla,alimentación_vatios_hora_Wh,ram_frecuencia_memoria_MHz,disco_duro_número_discos_duros_instalados,alimentación_autonomía_batería_h,pantalla_luminosidad_cd_m2,procesador_frecuencia_reloj,procesador_frecuencia_reloj,procesador_caché_MB,procesador_name,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,color,
2590,SSD,,Portátil multimedia,Laptop,21.0,2.0,1.32,,,,,,HP EliteBook 835 G11,HP,"wifi, Bluetooth",30.0,,,Windows 11 Professional,2024.0,L3,,,13.3,,5,33.0,16.0,memoria compartida,WUXGA,56.0,,1.0,,400.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,
963,SSD,5.0,Portátil profesional,Laptop,21.0,,,HDMI,512.0,,,10.0,"ASUS ExpertBook B1402 (2024)
B1402CVA-EB1260W",ASUS,"wifi, Bluetooth, LAN",32.0,ninguno,16.0,Windows 11 Home,2024.0,L3,DDR4,Intel UHD Graphics,14.0,,7,35.0,19.0,memoria compartida,Full HD,42.0,,1.0,,250.0,"1,2 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,azul
6859,disco duro SSD,4.9,Workstation,Desktop,,,,,512.0,20.0,180.0,12.0,Ernitec Tower (WORKSTATION-BX-I7-16-T2-GF4),Ernitec,,,,16.0,,,,DDR4,,,,2,,,,,,,,,,2.100 MHz,"2,1 GHz",25.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4955,,5.0,PC multimedia,Desktop,55.0,,15.15,,1000.0,20.0,125.0,12.0,"MSI MEG Aegis Ti5
12VTF-075IT",MSI,"Ethernet, wifi, Bluetooth",23.0,ninguno,64.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA GeForce RTX 3080 Ti,,51.0,1,,,12288 MB,,,4800.0,2.0,,,,"3,6 GHz",25.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
6930,disco duro SSD,4.0,PC gaming,Desktop,,,,,1000.0,4.0,65.0,4.0,Vibox VI-61 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,wifi,,,16.0,,,,DDR4,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,3.600 MHz,"3,6 GHz",4.0,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4437,disco duro SSD,4.7,Mini PC,Desktop,30.0,,,,512.0,,,10.0,"Acer Veriton 2000 Compact Tower VX2720G
DT.R31EB.004",Acer,"wifi, Ethernet, Bluetooth",10.0,ninguno,8.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics,,3.0,7,,,memoria compartida,,,,1.0,,,,"2,5 GHz",,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
739,,4.4,,Laptop,23.0,,1.7,HDMI 1.4,1000.0,,,10.0,"ASUS Vivobook 15 (12th Gen F1504)
F1504ZA-NJ1287W",ASUS,"Bluetooth, wifi",35.0,ninguno,16.0,Windows 11 Home,,L3,DDR4,Intel Iris Xe Graphics,15.6,,1,39.0,17.0,memoria compartida,Full HD,42.0,,1.0,,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
8052,disco duro SSD,5.0,PC gaming,Desktop,,,,,2000.0,16.0,120.0,8.0,"Captiva Highend Gaming R80
R80-947",Captiva,wifi,,,32.0,ninguno,,,,NVIDIA GeForce RTX 4070,,,1,,,12288 MB,,,,,,,4.200 MHz,"4,2 GHz",96.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1169,,,Portátil gaming,Laptop,24.0,,3.78,HDMI,,,,,HP Omen 17,HP,"wifi, Bluetooth",38.0,,,,2016.0,,,,17.3,,2,43.0,20.0,,,,,,4.75,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,
7473,,,Mini PC,Desktop,30.0,,,,,,,,HP ProDesk 600 G6 SFF,HP,Ethernet,27.0,,,,,,DDR4,,,9.0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3373,SSD,4.5,Portátil multimedia,Laptop,24.0,2.0,1.7,HDMI,,,,8.0,"HP 255 G9
724T5EA",HP,"LAN, wifi, Bluetooth",35.0,,,Windows 11 Professional,,L3,DDR4,,15.6,,1,39.0,20.0,,Full HD,41.0,,,8.0,,2 GHz,,16.0,AMD Ryzen 7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,
6666,,4.3,PC gaming,Desktop,24.0,,,,512.0,12.0,65.0,6.0,"MSI Infinite S 9S
10TC-080AT",MSI,"Ethernet, wifi, Bluetooth",12.0,ninguno,16.0,Microsoft Windows 10 Home,,,DDR4,NVIDIA GeForce RTX 3060,,34.0,1,,,12288 MB,,,2666.0,2.0,,,2.900 MHz,,12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
3039,,4.9,Portátil gaming,Laptop,25.0,2.0,1.98,HDMI 2.1,512.0,,,10.0,"MSI Cyborg 15 A13V
A13VE-842ES",MSI,"LAN, wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,,L3,DDR5,NVIDIA GeForce RTX 4050,15.6,,1,39.0,23.0,6.144 MB / 6 GB,Full HD,53.5,5200.0,1.0,,,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
5417,disco duro M.2 SSD,4.8,Mini PC,Desktop,17.0,,,,512.0,20.0,65.0,12.0,"HP Elite Mini 800 G9
9N6T9AT#ABD",HP,"Ethernet, wifi, Bluetooth",17.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 770,,3.0,2,,,memoria compartida,,,4800.0,1.0,,,,"2,5 GHz",24.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
5272,disco duro M.2 SSD,3.2,,Desktop,17.0,,,,,,6.0,2.0,ASUS NUC 13 Rugged Tall BNUC13BRFA400B02I (90AS0021-M000V0),ASUS,"wifi, Bluetooth, Ethernet",10.0,ninguno,,ninguno,,,DDR5,Intel UHD Graphics,,3.0,4,,,memoria compartida,,,4800.0,,,,1.000 MHz,1 GHz,6.0,Intel Atom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
2185,,5.1,Portátil multimedia,Laptop,22.0,2.0,1.31,Thunderbolt 4,512.0,,,8.0,"Lenovo Yoga Slim 7 Pro 14 2022
83AA0010FR",Lenovo,"Bluetooth, wifi",31.0,ninguno,16.0,Windows 11 Home,2022.0,,LPDDR5X,AMD Radeon 780M,14.0,,3,35.0,18.0,memoria compartida,WUXGA,61.0,6400.0,1.0,11.1,400.0,"3,3 GHz",,,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,azul
1075,PCIe SSD,2.6,Portátil multimedia,Laptop,21.0,,1.29,,512.0,,,1.0,"MSI Prestige 14
A11SCX-432ES",MSI,"wifi, Bluetooth",31.0,ninguno,16.0,Windows 10 Home,2019.0,L3,LPDDR3,NVIDIA GeForce GTX 1650,14.0,,2,35.0,16.0,4.096 MB,Full HD,50.0,4267.0,1.0,10.0,,"0,85 GHz",,2.0,Intel Core i7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,gris
2671,PCIe SSD,4.7,Portátil gaming,Laptop,24.0,2.0,2.34,,1000.0,,,14.0,"ASUS Zenbook Pro Duo 15 UX582 (2022)
UX582ZM-H2030W",ASUS,"wifi, Bluetooth",36.0,ninguno,32.0,Windows 11 Home,2022.0,L3,LPDDR5,NVIDIA GeForce RTX 3060,15.6,,1,39.0,22.0,6.144 MB / 6 GB,,92.0,,1.0,,550.0,"1,7 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,azul
1180,,,Portátil profesional,Laptop,25.0,,1.81,,,,,,Lenovo ThinkPad P1 G6 (2023),Lenovo,"Bluetooth, wifi",36.0,,,,2023.0,,,,16.0,,9,40.0,18.0,,,90.0,,,,300.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
3298,SSD,5.2,Portátil gaming,Laptop,29.0,2.0,3.1,HDMI,1000.0,,,8.0,"Acer Nitro 17 (AN17-42)
AN17-42-R7MA",Acer,"LAN, wifi, Bluetooth",40.0,,32.0,Windows 11 Home,2024.0,L3,,NVIDIA GeForce RTX 4060,17.3,,1,43.0,29.0,8.192 MB / 8 GB,,90.0,,1.0,8.0,,4 GHz,,24.0,AMD Ryzen 9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
3729,SSD,4.5,Portátil multimedia,Laptop,21.0,2.0,1.32,,512.0,,,14.0,"Acer Swift 3 Go SFG14-72
SFG14-72-53BP",Acer,"wifi, Bluetooth",31.0,,16.0,Windows 11 Home,2024.0,L3,LPDDR5X,Intel Arc Graphics,14.0,,1,35.0,15.0,,2.8K,65.0,,1.0,11.0,,"3,6 GHz",,18.0,Intel Core Ultra 5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
5702,disco duro M.2 SSD,4.4,PC gaming,Desktop,30.0,,8.4,,512.0,12.0,65.0,6.0,"Lenovo IdeaCentre Gaming 5 17IAB7
90T1004GES",Lenovo,"wifi, Bluetooth, Ethernet",17.0,ninguno,16.0,FreeDOS,,,DDR4,NVIDIA GeForce RTX 3060,,37.0,1,,,12288 MB,,,3200.0,1.0,,,2.500 MHz,,18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
2995,,,Portátil multimedia,Laptop,24.0,2.0,1.78,HDMI,,,,,HP 250 G7,HP,"wifi, Bluetooth, LAN",37.0,,,,2019.0,,,,15.6,,4,39.0,23.0,,,31.0,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,
7223,disco duro SSD,4.0,PC gaming,Desktop,,,,,1000.0,4.0,65.0,4.0,Vibox VI-2 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,wifi,,,8.0,,,,DDR4,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,3.600 MHz,"3,6 GHz",4.0,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4598,,4.4,PC completo,Desktop,28.0,,5.6,,512.0,12.0,65.0,6.0,"Lenovo IdeaCentre 5 14IMB05
90RX008PES",Lenovo,"Ethernet, wifi, Bluetooth",14.0,ninguno,8.0,Microsoft Windows 11 Home,,,DDR4,AMD Radeon Graphics,,34.0,7,,,,,,3200.0,,,,3.900 MHz,,16.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gris
3209,SSD,4.2,Portátil profesional,Laptop,21.0,,2.0,,256.0,,,4.0,"Dell Latitude 5420
Y2XX7",Dell,"LAN, wifi, Bluetooth",32.0,ninguno,8.0,Windows 10 Professional,2021.0,L3,DDR4,Intel Iris Xe Graphics,14.0,,1,35.0,20.0,memoria compartida,Full HD,63.0,3200.0,1.0,12.0,220.0,"2,4 GHz",,8.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,gris
5090,memoria flash,3.5,Thin Client,Desktop,20.0,,1.12,DisplayPort,64.0,4.0,15.0,4.0,"HP Elite t655 Thin Client
5H0W2EA",HP,"wifi, Ethernet, Bluetooth",3.0,ninguno,8.0,,,,DDR4,AMD Radeon Graphics,,20.0,2,,,memoria compartida,,,3200.0,1.0,,,2.100 MHz,"2,1 GHz",2.0,AMD Ryzen Embedded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
143,,,Portátil multimedia,Laptop,24.0,,1.6,HDMI,,,,,HP 255 G10,HP,"wifi, Bluetooth, LAN",35.0,,,,2023.0,L3,,,15.6,,110,39.0,20.0,,Full HD,41.0,,,,250.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,
7985,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-51 Gaming PC i5-10400 / GT 1030,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce GT 1030,,,1,,,2048 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3669,SSD,4.4,Portátil multimedia,Laptop,24.0,2.0,1.78,HDMI 2.0,512.0,,,10.0,"Acer Extensa 15 EX215-55
EX215-55-50PP",Acer,"wifi, Bluetooth, LAN",36.0,,8.0,Free DOS,2023.0,L3,,,15.6,,1,39.0,20.0,,,40.0,,,5.5,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,gris
5055,disco duro SSD,,PC gaming,Desktop,,,,HDMI,1000.0,,,,BEASTCOM Q3 Essential Gaming(Q3-115-SET),BEASTCOM,wifi,,ninguno,16.0,,,,,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,,,,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2839,SSD,,Portátil multimedia,Laptop,23.0,6.0,1.51,Thunderbolt 4,512.0,,,,"Apple MacBook Air 15"" 2024 M3
Starlight MRYT3PO/A",Apple,"wifi, Bluetooth",34.0,ninguno,8.0,macOS Sequoia,2024.0,,,Apple M3 Graphics,15.3,,2,38.0,12.0,memoria compartida,Retina,66.5,,1.0,15.0,500.0,,,,Apple M3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,dorado
724,,4.8,,Laptop,27.0,2.0,2.8,HDMI,1000.0,,,16.0,"MSI Pulse 17 AI C1V
C1VGKG-041XES",MSI,"wifi, Bluetooth, LAN",38.0,ninguno,16.0,Free DOS,2024.0,L3,DDR5,NVIDIA GeForce RTX 4070,17.0,,2,43.0,22.0,8.192 MB / 8 GB,QHD+,90.0,5600.0,1.0,,,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,negro
1843,,5.0,Portátil gaming,Laptop,26.0,2.0,2.78,,1000.0,,,16.0,"HP Omen 17 (2023)
17-cm2003ns",HP,"wifi, Bluetooth, LAN",39.0,ninguno,32.0,sin sistema operativo,2023.0,L3,DDR5,NVIDIA GeForce RTX 4060,17.3,,1,43.0,27.0,8.192 MB / 8 GB,Full HD,83.0,4800.0,1.0,5.5,300.0,"1,5 GHz",,30.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
2553,PCIe SSD,4.6,Portátil profesional,Laptop,20.0,,1.32,,256.0,,,10.0,"Dell Latitude 5340
5340-FFPVJ",Dell,"wifi, Bluetooth",30.0,,16.0,Windows 11 Professional,2023.0,L3,LPDDR5,Intel Iris Xe Graphics,13.3,,1,33.0,18.0,memoria compartida,Full HD,54.0,4800.0,1.0,,250.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,gris
4467,disco duro SSD,,,Desktop,18.0,,,,,,,,Lenovo ThinkCentre M90q Gen4,Lenovo,"wifi, Bluetooth, Ethernet",17.0,ninguno,,Microsoft Windows 11 Professional,,,DDR5,,,36.0,13,,,memoria compartida,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
4278,disco duro SSD,4.2,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Actina PC (5901443334057),Actina,wifi,,,16.0,,,,DDR4,AMD Radeon RX 6600,,,1,,,16384 MB,,,,,,,3.600 MHz,"3,6 GHz",32.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
6714,disco duro M.2 SSD,4.4,Mini PC,Desktop,17.0,,,,256.0,12.0,35.0,6.0,"HP Pro Mini 400 G9
8T3N9ES",HP,"Ethernet, wifi, Bluetooth",17.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics,,3.0,1,,,memoria compartida,,,3200.0,1.0,,,,2 GHz,18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
396,,,Portátil convertible,Laptop,25.0,2.0,2.1,HDMI 2.1,,,,,MSI Summit E16 AI Studio A1V,MSI,"wifi, Bluetooth",35.0,,,,2024.0,,LPDDR5,,16.0,,21,40.0,17.0,,,82.0,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
5846,disco duro SSD,,Mini PC,Desktop,19.0,,,HDMI,512.0,,,10.0,"Apple Mac mini M2 (2023)
MNH73T/A",Apple,"Ethernet, wifi, Bluetooth",19.0,ninguno,16.0,macOS Ventura,,,,Apple M2 Pro GPU,,3.0,1,,,,,,,1.0,,,,,,Apple M2 Pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plateado
6440,disco duro M.2 SSD,4.2,Mini PC,Desktop,,,,,,8.0,15.0,4.0,"Elitegroup ECS Liva Z3 Plus
95-699-MS5072",Elitegroup,"Ethernet, wifi, Bluetooth",,,,ninguno,,,DDR4,Intel UHD Graphics,,,1,,,memoria compartida,,,,,,,1.600 MHz,,6.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7790,disco duro M.2 SSD,4.9,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Vibox IV-205 Gaming PC i7-11700F / RTX 3060,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3060,,,1,,,12288 MB,,,,,,,2.500 MHz,"2,5 GHz",16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4599,disco duro M.2 SSD,5.2,,Desktop,11.0,,0.51,HDMI,,20.0,28.0,14.0,"ASUS NUC 13 Pro Slim
Kit (90AR00A1-M00080)",ASUS,"wifi, Ethernet, Bluetooth",11.0,ninguno,,ninguno,,,DDR4,Intel Iris Xe Graphics,,3.0,9,,,memoria compartida,,,3200.0,0.0,,,1.900 MHz,"1,9 GHz",24.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
1378,,4.3,,Laptop,,,,,512.0,,,12.0,"Lenovo ThinkPad L13 2-in-1 Gen 5
21LM001LSP",Lenovo,,,ninguno,16.0,Windows 11 Professional,,L3,LPDDR5,Intel Graphics,,,4,,,memoria compartida,WUXGA,,6400.0,1.0,,,"1,3 GHz",,12.0,Intel Core Ultra 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7357,disco duro M.2 SSD,5.0,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Vibox VIII-51 Gaming PC i9-11900F / RTX 3070 Ti,Vibox,wifi,,,32.0,,,,DDR4,NVIDIA GeForce RTX 3070 Ti,,,1,,,8192 MB,,,,,,,2.500 MHz,"2,2 GHz",16.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
6116,disco duro SSD,,Mini PC,Desktop,,,,HDMI,512.0,,,,"Minisforum NAB6 Lite
B0D1VC8JRB",Minisforum,"Ethernet, wifi, Bluetooth",,ninguno,16.0,,,,DDR4,Intel UHD Graphics,,,1,,,memoria compartida,,,,,,,,,,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
599,,,Portátil convertible,Laptop,22.0,4.0,1.44,Thunderbolt 4,,,,,HP Spectre x360 14 2024,HP,"Bluetooth, wifi",29.0,,,Windows 11 Home,2023.0,L3,,,14.0,,4,35.0,17.0,,,68.0,,1.0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
6324,disco duro SSD,4.4,PC multimedia,Desktop,33.0,,2.3,HDMI,512.0,12.0,65.0,6.0,"Acer Aspire XC-1760
DT.BHWET.003",Acer,"Ethernet, wifi, Bluetooth",10.0,,8.0,Microsoft Windows 11 Home,,,DDR4,Intel UHD Graphics 730,,29.0,2,,,,,,3200.0,1.0,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4059,disco duro SSD,,Mini PC,Desktop,12.0,,0.67,,512.0,,,10.0,"Apple Mac mini M4 [2024]
MCYT4YP/A",Apple,"wifi, Bluetooth, Ethernet",12.0,ninguno,24.0,macOS Sequoia,,,,Apple M4 10-Core GPU,,5.0,2,,,memoria compartida,,,,1.0,,,,,,Apple M4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,plateado
5504,disco duro SSD,,Mini PC,Desktop,35.0,,,HDMI,,,,,"Intel NUC 12
NUC12WSHi3",Intel,"wifi, Ethernet, Bluetooth",12.0,,,ninguno,,,DDR4,Intel UHD Graphics,,18.0,1,,,memoria compartida,,,,0.0,,,,,,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
6033,memoria flash,,Thin Client,Desktop,13.0,,,,32.0,,,,"HP t430 Thin Client
277V2AA",HP,Ethernet,13.0,,4.0,,,,,,,3.0,1,,,,,,,,,,,,,Intel Celeron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
5078,,5.2,PC gaming,Desktop,39.0,,10.5,HDMI,500.0,20.0,65.0,10.0,"Deep Gaming Venom
81PG8I9416M5HD",Deep,"wifi, Ethernet",43.0,ninguno,16.0,Microsoft Windows 10 Professional,,,DDR4,NVIDIA GeForce GTX 1650,,18.0,2,,,4096 MB,,,2666.0,2.0,,,2.800 MHz,"2,8 GHz",20.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
2971,,,Portátil multimedia,Laptop,22.0,2.0,1.4,HDMI 2.0,,,,,ASUS Zenbook 14X OLED UX5401,ASUS,"wifi, Bluetooth",31.0,,,,2022.0,L3,,,14.0,,1,35.0,16.0,,,63.0,,,,400.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,
7941,disco duro M.2 SSD,5.8,PC gaming,Desktop,,,,,1000.0,32.0,125.0,24.0,Vibox X-32 Gaming PC i9-13900KF / RTX 4070 Ti,Vibox,wifi,,,32.0,,,,DDR4,NVIDIA GeForce RTX 4070 Ti,,,1,,,12288 MB,,,,,,,3.000 MHz,3 GHz,36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2359,,,Portátil multimedia,Laptop,25.0,2.0,1.9,,,,,,ASUS Vivobook Pro 16 OLED (K6602),ASUS,"wifi, Bluetooth",35.0,,,,2023.0,L3,,,16.0,,3,40.0,20.0,,,70.0,,,,500.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
5759,,4.7,PC gaming,Desktop,47.0,,18.7,,512.0,16.0,105.0,8.0,"HP Omen 40L GT21
GT21-0023ng",HP,"Ethernet, wifi, Bluetooth",20.0,ninguno,16.0,Microsoft Windows 11 Home,,,DDR4,NVIDIA GeForce RTX 3070,,46.0,1,,,8192 MB,,,3733.0,2.0,,,3.800 MHz,,32.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
3865,SSD,4.5,Portátil gaming,Laptop,23.0,,1.99,,512.0,,,12.0,"GigaByte G5 2022
KF-E3EE313SD",GigaByte,"wifi, Bluetooth",36.0,,16.0,sin sistema operativo,2022.0,L3,DDR4,NVIDIA GeForce RTX 4060,15.6,,1,39.0,23.0,8.192 MB / 8 GB,Full HD,54.0,,1.0,,,"1,8 GHz",,18.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negro
3528,SSD,4.7,,Laptop,28.0,6.0,2.8,,1000.0,,,14.0,"MSI Stealth GS77 (12U)
12UHS-086ES",MSI,"Bluetooth, LAN, wifi",39.0,ninguno,32.0,Windows 11 Home,,L3,DDR5,NVIDIA GeForce RTX 3080,17.3,,1,43.0,21.0,6.144 MB,Full HD,99.9,,1.0,,,"1,7 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
3951,SSD,4.6,Portátil multimedia,Laptop,25.0,2.0,2.09,,512.0,,,10.0,"Acer Aspire 5 A517-58
A517-58GM-57PH",Acer,"wifi, Bluetooth",40.0,,16.0,Windows 11 Home,2023.0,L3,,NVIDIA GeForce RTX 2050,17.3,,2,43.0,18.0,4.096 MB / 4 GB,Full HD,48.5,,1.0,8.5,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
4239,disco duro M.2 SSD,,,Desktop,7.0,,0.5,HDMI,128.0,,,,"Leotec N100 8Gb 128Gb
silver",Leotec,"wifi, Ethernet",7.0,,8.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics,,4.0,12,,,memoria compartida,,,4800.0,1.0,,,,,,Intel Celeron,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,plateado
6935,disco duro SSD,4.8,PC gaming,Desktop,,,,,1000.0,20.0,65.0,14.0,Actina PC (5901443335948),Actina,,,,32.0,,,,DDR4,NVIDIA GeForce RTX 4070,,,1,,,,,,,,,,2.500 MHz,"2,5 GHz",24.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
7400,disco duro M.2 SSD,5.8,PC gaming,Desktop,,,,,1000.0,32.0,125.0,24.0,Vibox X-212 Gaming PC i9-13900KF / RTX 3070,Vibox,wifi,,,32.0,,,,DDR4,NVIDIA GeForce RTX 3070,,,1,,,8192 MB,,,,,,,3.000 MHz,3 GHz,36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2172,,,Chromebook,Laptop,21.0,2.0,1.5,HDMI,,,,,HP ChromeBook 14 (2020),HP,"wifi, Bluetooth",32.0,,,,2020.0,,,,14.0,,2,35.0,18.0,,,47.0,,,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,
